temperature_c,adult_age_days,conditional_survival
20,0,0.9856255487824228
20,1,0.9856255487824228
20,2,0.9856255487824228
20,3,0.9856255487824228
20,4,0.9856255487824228
20,5,0.9856255487824228
20,6,0.9856255487824228
20,7,0.9856255487824228
20,8,0.9856255487824228
20,9,0.9856255487824228
20,10,0.9856255487824228
20,11,0.9856255487824228
20,12,0.9856255487824228
20,13,0.9856255487824228
20,14,0.9856255487824228
20,15,0.9856255487824228
20,16,0.9856255487824228
20,17,0.9856255487824228
20,18,0.9856255487824228
20,19,0.9856255487824228
20,20,0.9856255487824228
20,21,0.9856255487824228
20,22,0.9856255487824228
20,23,0.9856255487824228
20,24,0.9856255487824228
20,25,0.9856255487824228
20,26,0.9856255487824228
20,27,0.9856255487824228
20,28,0.9856255487824228
20,29,0.9856255487824228
20,30,0.9856255487824228
20,31,0.9856255487824228
20,32,0.9856255487824228
20,33,0.9856255487824228
20,34,0.9856255487824228
20,35,0.9856255487824228
20,36,0.9856255487824228
20,37,0.9856255487824228
20,38,0.9856255487824228
20,39,0.9856255487824228
20,40,0.9856255487824228
20,41,0.9856255487824228
20,42,0.9856255487824228
20,43,0.9856255487824228
20,44,0.9856255487824228
20,45,0.9856255487824228
20,46,0.9856255487824228
20,47,0.9856255487824228
20,48,0.9856255487824228
20,49,0.9856255487824228
20,50,0.9856255487824228
20,51,0.9856255487824228
20,52,0.9856255487824228
20,53,0.9856255487824228
20,54,0.9856255487824228
20,55,0.9856255487824228
20,56,0.9856255487824228
20,57,0.9856255487824228
20,58,0.9856255487824228
20,59,0.9856255487824228
20,60,0.9856255487824228
20,61,0.9856255487824228
20,62,0.9856255487824228
20,63,0.9856255487824228
20,64,0.9856255487824228
20,65,0.9856255487824228
20,66,0.9856255487824228
20,67,0.9856255487824228
20,68,0.9856255487824228
20,69,0.9856255487824228
20,70,0.9856255487824228
20,71,0.9856255487824228
20,72,0.9856255487824228
20,73,0.9856255487824228
20,74,0.9856255487824228
20,75,0.9856255487824228
20,76,0.9856255487824228
20,77,0.9856255487824228
20,78,0.9856255487824228
20,79,0.9856255487824228
20,80,0.9856255487824228
20,81,0.9856255487824228
20,82,0.9856255487824228
20,83,0.9856255487824228
20,84,0.9856255487824228
20,85,0.9856255487824228
20,86,0.9856255487824228
20,87,0.9856255487824228
20,88,0.9856255487824228
20,89,0.9856255487824228
20,90,0.9856255487824228
20,91,0.9856255487824228
20,92,0.9856255487824228
20,93,0.9856255487824228
20,94,0.9856255487824228
20,95,0.9856255487824228
20,96,0.9856255487824228
20,97,0.9856255487824228
20,98,0.9856255487824228
20,99,0.9856255487824228
20,100,0.9856255487824228
20,101,0.9856255487824228
20,102,0.9856255487824228
20,103,0.9856255487824228
20,104,0.9856255487824228
20,105,0.9856255487824228
20,106,0.9856255487824228
20,107,0.9856255487824228
20,108,0.9856255487824228
20,109,0.9856255487824228
20,110,0.9856255487824228
20,111,0.9856255487824228
20,112,0.9856255487824228
20,113,0.9856255487824228
20,114,0.9856255487824228
20,115,0.9856255487824228
20,116,0.9856255487824228
20,117,0.9856255487824228
20,118,0.9856255487824228
20,119,0.9856255487824228
20,120,0.9856255487824228
20,121,0.9856255487824228
20,122,0.9856255487824228
20,123,0.9856255487824228
20,124,0.9856255487824228
20,125,0.9856255487824228
20,126,0.9856255487824228
20,127,0.9856255487824228
20,128,0.9856255487824228
20,129,0.9856255487824228
20,130,0.9856255487824228
20,131,0.9856255487824228
20,132,0.9856255487824228
20,133,0.9856255487824228
20,134,0.9856255487824228
20,135,0.9856255487824228
20,136,0.9856255487824228
20,137,0.9856255487824228
20,138,0.9856255487824228
20,139,0.9856255487824228
20,140,0.9856255487824228
20,141,0.9856255487824228
20,142,0.9856255487824228
20,143,0.9856255487824228
20,144,0.9856255487824228
20,145,0.9856255487824228
20,146,0.9856255487824228
20,147,0.9856255487824228
20,148,0.9856255487824228
20,149,0.9856255487824228
20,150,0.9856255487824228
20,151,0.9856255487824228
20,152,0.9856255487824228
20,153,0.9856255487824228
20,154,0.9856255487824228
20,155,0.9856255487824228
20,156,0.9856255487824228
20,157,0.9856255487824228
20,158,0.9856255487824228
20,159,0.9856255487824228
20,160,0.9856255487824228
25,0,0.9856255487824228
25,1,0.9856255487824228
25,2,0.9856255487824228
25,3,0.9856255487824228
25,4,0.9856255487824228
25,5,0.9856255487824228
25,6,0.9856255487824228
25,7,0.9856255487824228
25,8,0.9856255487824228
25,9,0.9856255487824228
25,10,0.9856255487824228
25,11,0.9856255487824228
25,12,0.9856255487824228
25,13,0.9856255487824228
25,14,0.9856255487824228
25,15,0.9856255487824228
25,16,0.9856255487824228
25,17,0.9856255487824228
25,18,0.9856255487824228
25,19,0.9856255487824228
25,20,0.9856255487824228
25,21,0.9856255487824228
25,22,0.9856255487824228
25,23,0.9856255487824228
25,24,0.9856255487824228
25,25,0.9856255487824228
25,26,0.9856255487824228
25,27,0.9856255487824228
25,28,0.9856255487824228
25,29,0.9856255487824228
25,30,0.9856255487824228
25,31,0.9856255487824228
25,32,0.9856255487824228
25,33,0.9856255487824228
25,34,0.9856255487824228
25,35,0.9856255487824228
25,36,0.9856255487824228
25,37,0.9856255487824228
25,38,0.9856255487824228
25,39,0.9856255487824228
25,40,0.9856255487824228
25,41,0.9856255487824228
25,42,0.9856255487824228
25,43,0.9856255487824228
25,44,0.9856255487824228
25,45,0.9856255487824228
25,46,0.9856255487824228
25,47,0.9856255487824228
25,48,0.9856255487824228
25,49,0.9856255487824228
25,50,0.9856255487824228
25,51,0.9856255487824228
25,52,0.9856255487824228
25,53,0.9856255487824228
25,54,0.9856255487824228
25,55,0.9856255487824228
25,56,0.9856255487824228
25,57,0.9856255487824228
25,58,0.9856255487824228
25,59,0.9856255487824228
